year,donor_code,donor_iso3_code,donor_name,agency_code,agency_name,crs_id,project_number,initial_report,recipient_code,recipient_iso3_code,recipient_name,region_code,region_name,income_group_code,income_group_name,flow_code,flow_name,bilateral_multilateral,category,finance_type,aid_type,usd_commitment,usd_disbursement,usd_received,usd_commitment_deflated,usd_disbursement_deflated,usd_received_deflated,usd_adjustment,usd_adjustment_deflated,usd_amount_untied,usd_amount_partial_tied,usd_amount_tied,usd_amount_untied_deflated,usd_amount_partial_tied_deflated,usd_amount_tied_deflated,usd_irtc,usd_expert_commitment,usd_expert_extended,usd_export_credit,currency_code,commitment_national,disbursement_national,grant_equivalent,usd_grant_equivalent,short_description,project_title,purpose_code,purpose_name,sector_code,sector_name,channel_code,channel_name,channel_reported_name,channel_parent_category,geography,ldc_flag,ldc_flag_name,expected_start_date,completion_date,long_description,sdg_focus,keywords,gender,environment,pdgg,trade,rmnch,drr,nutrition,disability,ftc,pba,investment_project,associated_finance,biodiversity,climate_mitigation,climate_adaptation,desertification,commitment_date,type_repayment,number_repayment,interest_1,interest_2,repay_date_1,repay_date_2,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,capital_expenditure,psi_flag,psi_add_type,psi_add_assess,psi_add_dev_obj
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021003131,NF-BCTRIL-465-3YC32AH,1,55,TUR,Türkiye,10010,Europe,10019,UMICs,11,ODA Grants,1,10,110,D02,0.020631,0.020631,0,0.019442,0.019442,0,,,0.020631,0,0,0.019442,0,0,,,,,12,0.014998,0.014998,0.014998,0.020631,"PROCESSES FOR SUSTAINABLE RETROFIT OF TRADITIONAL DWELLINGS IN TURKEY FOR CLIMATE-RESILIENCE, CONSERVATION AND COMFORT (PROT3CT)","PROcesses for sustainable retrofit of Traditional dwellings in Turkey for Climate-resilience, Conservation and ComforT (PROT3CT)",43082,Research/scientific institutions,430,IV.2. Other Multisector,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Energy efficiency one of the most prominent global challenges of our era, and building energy use is responsible for > 40% of all energy use per nation on an average [IEA, 2019]. Traditional buildings usually have the poorest performance, because of dilapidation due to age/previous damage and residents unable to afford maintenance - which will only be exacerbated by changing climate. This project seeks to adapt UK experience to develop an evidence-based methodology for cost-effective retrofit of the traditional housing stock in Turkey, to improve energy performance, satisfy user expectations of comfort, and protect heritage value. This will help communities suffering from fuel poverty improve their comfort levels. This project brings together a highly interdisciplinary and integrated research team: it builds on the UK team's expertise in energy efficient retrofit, climatic hazards and moisture damage, and the Turkish team's expertise in heritage conservation, site management, conservation policy and community engagement. It will bring together a wide range of stakeholders from both countries to review current knowledge of energy efficient retrofit, current UK guidance and its transferability to the Turkey, and the legal, cultural and technical backdrop against which retrofit operates. The 1st year will be used for data collection via field surveys, and modelling to provide a robust, quantified problem definition. The 2nd year will be used to establish protocols to enhance energy efficiency of the identified typologies. Stakeholder engagement is central to the project - it takes  resident experience/expectations on board while tailoring technical solutions, and its partners and advisory board comprise local governments, practitioners, NGOs, academia and policymakers to ensure knowledge transfer in order to facilitate the translation of PROT3CT's outcomes into tangible benefits.The project reflects a strong commitment to ODA compliance, and to the UN SDGs.",9.5,,0,1,0,,,0,0,0,1,,,,0,1,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021000839,NF-EP_IN_EUE-2017EP/R008434/1,3,645,IND,India,10009,South & Central Asia,10018,LMICs,11,ODA Grants,1,10,110,D02,0.268218,0.268218,0,0.252764,0.252764,0,,,0.268218,0,0,0.252764,0,0,,,,,12,0.194994,0.194994,0.194994,0.268218,RESIDENTIAL BUILDING ENERGY DEMAND REDUCTION IN INDIA (RESIDE),Residential building energy demand reduction in India (RESIDE),23182,Energy research,231,II.3.a. Energy Policy,11000,Donor Government,Donor Government,11000,,,,2021-01-01,2021-12-31,"The RESIDE (Residential building energy demand reduction in India) project will help support the improvement of living conditions for millions of Indian citizens through establishing the knowledge base to develop a residential building code for high quality, low-energy housing across all five climatic zones in India. The project brings together an interdisciplinary team of architects, engineers, digital scientists, urban planners and behavioural researchers to assess all aspects of the residential energy use problem, including performance of the building fabric, in-home appliances including heating, ventilation and air conditioning, indoor environment and occupant behaviour. RESIDE will undertake surveys and monitoring of energy consumption in 2000 homes spread across the five different climatic zones in India in order to build up a new, open access database for policy and practitioner communities in India and other countries in the Asia-Pacific region. In 10% of these homes, we will also trial and evaluate a Smart Home Energy Management System, to be designed within the project, to enable householders greater control over their comfort and energy consumption. These activities will be used to develop low-cost monitoring and post-occupancy evaluation protocols suitable for the Indian situation. This will not only improve Best Practice, but allow a framework by which consistent data can be collected and added to the RESIDE database. Using novel techniques developed by the project team for assessing the potential up-scaling of individual household measures and actions to a neighbourhood level, RESIDE will explore and establish protocols for assessing the potential for, and likely benefits of, widespread take up of energy efficiency and rooftop solar technologies at a community scale. By engaging with a wide range of stakeholders involved in planning and construction throughout the project, and by undertaking an extensive review of policy experiences in similar countries, the RESIDE project will establish the key factors essential for consideration in the development of a new residential building code for India. Then, building on the extensive data collected through the project, and a set of co-design workshops, the project will develop a proposed framework for a new residential building code",7.a,,,,0,,,,,,1,,,,,1,,,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021003150,NF-BCTRREL-468-VZQFJ6D,1,55,TUR,Türkiye,10010,Europe,10019,UMICs,11,ODA Grants,1,10,110,D02,0.049519,0.049519,0,0.046665,0.046665,0,,,0.049519,0,0,0.046665,0,0,,,,,12,0.036,0.036,0.036,0.049519,IMPROVING PROGRAMMING SKILLS OF VISUALLY IMPAIRED STUDENTS,Improving Programming Skills of Visually Impaired Students,11430,Advanced technical and managerial training,114,I.1.d. Post-Secondary Education,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Computer programming provides a great opportunity for people to develop problem solving, critical thinking, creative thinking and algorithmic thinking skills. These are reusable skills that improve people's social welfare so have uses beyond computer science. Programming is now being introduced to primary school children using block-based programming tools to bypass the difficulty of high level programming languages. These tools allow children to drag code snippets and rearrange elements within a computer program. They are highly visual and highly interactive, allowing children to manipulate code and thereby develop computational thinking skills and creative thinking. Whilst such tools have been shown to be highly effective, they cannot be easily used by blind or visually impaired students as they are visually oriented. Therefore, the visual orientation of these tools is an obstacle for skill development for blind and visually impaired students. The aim of the project is to support economic development and enhance social welfare in Turkey through improving programming skills of blind or visually impaired children. Within this project, an instructional design will be developed, including learning materials and teacher training programme, to provide programming education for blind and visually impaired students. According to the 2011 Population and Housing Survey results, the rate of population with at least one disability (age 3+) is 6,9% (4.876.000) in Turkey. Among these, 1.039.000 are blind or visually impaired. Therefore, this study is important in terms of being a resource to meet the needs of blind and visually impaired students which will impact positively on future employment. According to the Turkish Employment Agency, 2.844 visually impaired people work in public, and 7.523 work in private institutions and organizations in 2019. Those who will gain programming skills through our project will have a chance to use these skills for their career in the future",4.3,,0,0,0,,,0,0,2,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001719,GCRF-BACImYF-Prg2019-YF190036,3,289,F6_X,"South of Sahara, regional",10003,South of Sahara,10024,Part I unallocated by income,11,ODA Grants,1,10,110,C01,0.106197,0.106197,0,0.100078,0.100078,0,,,0.106197,0,0,0.100078,0,0,,,,,12,0.077205,0.077205,0.077205,0.106197,YOUTH AND THE WORK/HOUSING NEXUS IN ETHIOPIA AND SOUTH AFRICA,Youth and the work/housing nexus in Ethiopia and South Africa,16020,Employment creation,160,I.6. Other Social Infrastructure & Services,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Research grant - focusing on two cases of state intervention in Ethiopia and South Africa, this study examines the youth work/housing nexus, asking how this nexus is experienced, what are the key challenges, what are the responses of youth and state/private sector actors, and what are the implications for youth futures and urban sustainability. Benefitting vulnerable young people in urban areas of Ethiopia and South Africa. SDGs: 1, 8, 11.",8.5,,0,0,0,,,0,0,0,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001743,GCRF-BARFCitI-Prg2017-CI170285,1,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,C01,0,0,0.006214,0,0,0.005856,,,0,0,0,0,0,0,,,,,12,0,0,-0.004517,-0.006214,ENERGY INNOVATION FOR LOW-COST HOUSING IN INDIA AND SOUTH AFRICA: STRATEGIES FOR INTER-DISCIPLINARY AND CROSS-INSTITUTIONAL DIALOGUE,Energy innovation for low-cost housing in India and South Africa: strategies for inter-disciplinary and cross-institutional dialogue,21010,Transport policy and administrative management,210,II.1. Transport & Storage,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Research Grant exploring how low-income communities, private energy entrepreneurs, and government devise and deliver affordable domestic energy that meets the long-term needs and aspirations of low-income households in rapidly urbanising cities. The research will benefit the populations of Bangalore, India and Cape Town, South Africa. SDGs: 7, 11.",9.1,,0,0,0,,,0,0,0,1,,,,0,0,0,0,,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001907,GCRF-EP_C_EDTR-1_2016EP/P029175/1,1,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.112377,0.112377,0,0.105902,0.105902,0,,,0.112377,0,0,0.105902,0,0,,,,,12,0.081698,0.081698,0.081698,0.112377,HEALTHY HOUSING FOR THE DISPLACED,Healthy housing for the Displaced,43082,Research/scientific institutions,430,IV.2. Other Multisector,11000,Donor Government,Donor Government,11000,,,,2021-01-01,2021-12-31,"Our vision is to transform the lives of displaced people encamped in extreme conditions through an engineered solution to housing that promotes a new science of shelter design. The project will entail research in five of the world's largest refugee camps. Zaatari and Azraq (Jordan), Kilis (Turkey), Mae La (Thailand), Nyarugusu (Tanzania). These have populations of up to 250,000 and hence are in many ways cities. They have summer temperatures >35degC and occasionally >40degC, in these conditions un-insulated dwellings are unable to provide safe conditions. In addition, such locations can have 1600W/m2 of solar radiation, further raising the temperature inside a dwelling, and in the case of Jordan winter temperatures of -10degC. In Thailand the high humidity is likely to be of equal importance in placing thermal stress on occupants. In addition, displacement shelters can use polymeric materials which contain a high proportion of VOCs such as plasticisers and release agents, and have poorly ventilated cooking facilities using fuels such as wood, thereby generating particulates.   Camps were once expected to be a short term solution, and this is still true in some settings. However, as witnessed in numerous locations around the globe, encampment often continues for years or decades (for example, the 340,000 strong Dadaab camp in Kenya opened in 1992).  Even in natural disasters delays in rebuilding can lead to displacement camps taking on aspects of semi-permanent settlement. The challenges of survival in the immediate onset of an emergency quickly give way to concerns about the suitability of shelter over a longer timeframe. Such basic dwellings inhibit domestic life, educational delivery to the young, and development of the social relations needed for community cohesion. Often the need of traumatised people for a sense of security and privacy also goes unmet. Unfortunately, even the state of the art in current shelter provision does not adequately consider building physics, thermal comfort and air quality. There is also a general lack of attention to socio-cultural issues. Thus, for example, our pilot study in Jordan has revealed through social surveys a consistent concern amongst the displaced population with the issues of safety and privacy.   Given the diversity of potentially available building materials, climates and cultures, there will be no single shelter solution, but rather a need for a systematic process of design that is cognisant of the climate, landscape, culture, length of time the accommodation might be needed, flexibility as family size changes and portability. This project will develop such a design process by creating a new science of shelter design through engagement with aid agency staff in four countries with diverse weather, cultural conditions and political sensitivities. This will involve 1) wide scale social and indoor environment surveys in five camps, 2) the construction of a series of potential designs in the UK, in a c",9.5,,,,0,,,,,,1,,,,,,,,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001892,GCRF-EP_CIm_GEN-2018EP/T003898/1,3,489,A7_X,"South America, regional",10006,South America,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.076267,0.076267,0,0.071873,0.071873,0,,,0.076267,0,0,0.071873,0,0,,,,,12,0.055446,0.055446,0.055446,0.076267,GCRF ANDEAN NETWORK FOR VENEZUELAN MIGRANTS,GCRF Andean Network for Venezuelan Migrants,43082,Research/scientific institutions,430,IV.2. Other Multisector,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Between January 2017 and December 2018, 3.2 million Venezuelans migrated from their country as a result of acute domestic political and economic crisis. The largest inflow was to the Andean countries of Latin America: Colombia (1.3 million), Ecuador (220,000), Peru (635,000) and Chile (100,000). The ongoing political and constitutional conflict in Venezuela (Jan 2019-)  elevated the risk of this outflow being sustained, a mega-migration process driven by factors of expulsion rather than attraction (Michael Piore 1979).   This migratory process is unprecedented for Latin American countries, which have not developed adequate regional co-ordination mechanisms for addressing large scale hemispheric displacement. This capacity weakness is further reflected in the migrant flows from Central America to Mexico and the US, but with the Venezuela / Latin American migratory dynamic being significant due to the speed of the exodus. The 'tide of migrants' has put enormous pressures on receiving countries and revealed major weaknesses in technical and humanitarian responses that this project seeks to address.    All migration has a chain of processes for the migrant: the decision, the journey, the crossing of borders, the first contacts, the resettlement, the search for work and resocialization. This chain is difficult, but it is even more so when the migration is disruptive, as in this case, wherein the migrant risks loss of fundamental rights and protections, separation from family and other 'resilience' networks, and suffers new labour, income, gender and cultural inequalities. The tensions between Venezuela and neighbouring countries, and between Venezuelans and host communities further complicates the situation of migrants and exacerbates their vulnerabilities.   The speed, scale and context of migrant outflows has meant Venezuelans lack appropriate documentation, they do not have access to health, housing, education or social services and there has been elevated dependence on employment in poorly remunerated, informal and also criminal sectors (INEI, 2018, Baltica, Tunstall, Pickett and Gideon, 2013, Fundaredes 2018). There was consequently a mismatch in the social protection and health systems of receiving countries, which were not prepared to meet the urgent needs of this migrant population. While the Andean states have sought to address the new humanitarian and health challenge, and developed Initiatives to address this gap, a number of problems have arisen: provision has fueled resentment among populations in receiving countries, addressing migrant needs has highlighted existing deficiencies in technical and human capacity, and responses have been short term and emergency based. This has precluded co-operation and the sharing of best practice and lessons learned across Andean countries.    .  The aim of the Andean network project / proposal is to strengthen the responses of countries to this new problem of mass migration, through cooperative learning",9.5,,,,0,,,,,,1,,,,,,,,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001893,GCRF-EP_CIm_GEN-2018EP/T004053/1,3,798,S_X,"Asia, regional",10007,Asia,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.078601,0.078601,0,0.074072,0.074072,0,,,0.078601,0,0,0.074072,0,0,,,,,12,0.057143,0.057143,0.057143,0.078601,GCRF CLEAN ENVIRONMENT AND PLANETARY HEALTH IN ASIA (CEPHA) NETWORK,GCRF Clean Environment and Planetary Health in Asia (CEPHA) Network,43082,Research/scientific institutions,430,IV.2. Other Multisector,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Pollution of the air, water and soil is the largest environmental cause of non-communicable disease and death worldwide, responsible for around 9 million premature deaths annually. The greatest increases in non-communicable diseases are seen in low- and middle-income countries now experiencing epidemics of obesity, diabetes, cardiovascular disease, and cancer. Outdoor and indoor air pollution combined account for around 7 million of these deaths, predominantly in developing countries of Asia, particularly India and China. Environmental pollution affects everyone in society creating a heavy burden on quality of life, productivity and school performance. The underprivileged, including female and children, living and working in polluted environments are more at risk and unable to avoid exposure. Greenhouse gases emitted from the same sources (e.g. motorised transport, waste burning) have an impact on climate, increasing the risk of extreme weather events such as floods and heatwaves. Asian countries are urbanising rapidly and unsustainably, locking their populations in polluting behaviours through inefficient land use planning and poorly designed transport and housing infrastructure. Environmental pollution is a drain on development, disproportionately affecting underprivileged communities, for example those living in informal settlements, and vulnerable individuals, for example those with respiratory illness. For too long the relationship between prosperity and environment has been seen as a trade-off.  Tackling pollution was considered a handicap to economic growth. Growing evidence now shows sustainable development can help improve not only health and the environment, but also the economy.  The drive towards cleaner environments and low carbon development, provides a compelling opportunity to realise multiple societal benefits: to improve health and the environment, innovate and become more competitive. To address the huge development challenge of environmental pollution and non-communicable diseases in Asia, and harness opportunities provided by sustainable development, we propose the engagement network on Clean Environment and Planetary Health in Asia (CEPHA): to catalyse technological and societal innovation through deep engagement across disciplines and sectors that will stimulate transformative changes to business models, government policies and public health practice in Asia. Network outcomes will include long-lasting partnerships, enhanced knowledge exchange and capacity building, and co-creation of projects and resources focusing on actionable solutions to the challenges of improving the environment, decarbonising the economy, and reducing the burden on non-communicable diseases in Asia. We will identify and promote best practice that has the greatest potential to reduce pollution from different sources (transport, household energy, waste) and related non-communicable diseases, particularly in vulnerable groups (children, female, informal",9.5,,,,0,,,,,,1,,,,,,,,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001820,GCRF-BB_C_VBD-2016BB/R00532X/1,1,289,F6_X,"South of Sahara, regional",10003,South of Sahara,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.315805,0.315805,0,0.297609,0.297609,0,,,0.315805,0,0,0.297609,0,0,,,,,12,0.22959,0.22959,0.22959,0.315805,BUILDING OUT VECTOR-BORNE DISEASES IN SUB-SAHARAN AFRICA: THE BOVA NETWORK,Building Out Vector-borne diseases in sub-Saharan Africa: the BOVA Network,31182,Agricultural research,311,III.1.a. Agriculture,11000,Donor Government,Donor Government,11000,,,,2021-01-01,2021-12-31,"In the past, many infectious diseases in Europe and North America were addressed by installing clean water, good sanitation and housing. Today global health focuses on water and sanitation, but there is comparatively little research done on housing and health. This is a missed opportunity, since many important diseases transmitted by insects, occur indoors or around the home. The goal of this Network is to make communities in sub-Saharan Africa more resilient to the threat from insect-transmitted diseases, chiefly malaria, a rural disease, and diseases carried by Aedes species mosquitoes, like Zika and dengue, which are primarily urban diseases. To achieve this goal we need to find new solutions to stop mosquitoes entering houses and, for Aedes-borne diseases, to reduce the aquatic habitats in towns and cities. Whilst this may sound common sense, despite repeated attempts, we have been singularly unsuccessful in bring together experts in insect-transmitted diseases and the built environment over the past 50 years. There is an even greater necessity to break down these silos today since the World Health Organisation will launch its global strategy on the control of insect-transmitted diseases in May 2017 which advocates for the need to control vector-borne diseases by experts in vector-borne diseases working alongside those in the built environment.  The BOVA Network, if funded, would be in the vanguard of this new strategy helping to protect communities in sub-Saharan Africa from these major insect-borne diseases. The Management Board that will run the Network is an extremely diverse group with experts on insect-transmitted diseases, architecture, civil engineering, town planning, development, product development, industry, health economics and community participation, from sub-Saharan Africa and developed countries. This exceptional pool of talent will allow us to link-up with larger groups of experts and the Network grant will provide the springboard for us to grow a new scientific discipline. Specifically the Network will: 1) facilitate the exchange of information about insect-transmitted diseases and the built environment between disciplines, 2) fund basic and applied research to develop and scale-up products and novel approaches to reducing the threat from insect-transmitted diseases in the built environment, 3) help build the next generation of scientists, architects, engineers and planners developing approaches to the control of these diseases and 4) to reach out to funders and those engaged in development projects, like United Nations organisations and the Development Banks to invest in the control of vector-borne diseases through the built environment. This Network is designed to help protect the citizens of sub-Saharan Africa from the threat of insect-transmitted diseases and has the potential to change the lives of millions.",2.a,,0,0,0,,,0,0,0,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001949,GCRF-ES_17A_Hub-Hub2018ES/S00811X/1,3,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.427387,0.427387,0,0.402763,0.402763,0,,,0.427387,0,0,0.402763,0,0,,,,,12,0.31071,0.31071,0.31071,0.427387,GCRF ACCOUNTABILITY FOR INFORMAL URBAN EQUITY HUB,GCRF Accountability for Informal Urban Equity Hub,43082,Research/scientific institutions,430,IV.2. Other Multisector,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"More than half of humanity currently lives in urban areas and 68% are projected to do so by 2050. One in three urban dewllers, and an estimated 881 million people in Low and Middle-Income Countries (LMICs) now live in informal settlements, colloquially known as 'slums', where they have inadequate, insecure housing and limited services. These settlements are often the only option for people working in the informal sector, and existing evidence shows that residents are often highly resourceful, resilient and innovative in navigating the problems they face daily.  However, they also face challenges that appear intractable:  multiple health and well-being risks and vulnerabilities, related to an unhealthy environment, insecurity and social marginalisation.  Informal urban settlements are rapidly changing, with in and out-migration and shifts in social norms, as well as being economically and socially unequal.  Failures to provide services, infrastructure and mechanisms for redress by national and local governments are often linked to the presence of multiple actors and organisations including non-governmental, private and criminal organisations. These conditions can act as an incubator for various forms of violence (e.g. political and gender-based), which threaten well-being.    Our Hub will work with the most marginalised dwellers in informal urban settlements, including through federations of 'Slum/ Shack Dwellers', linked to Hub partner SDI. We will support them in identifying their priorities, making their conditions visible to key service providers related to health (both governmental and non-governmental) across a range of sectors, and working with identified allies amongst these actors to develop better mechanisms for accountability and more responsive services.  We will test this approach to addressing this intractable challenge, and pilot the priority interventions developed.  Many conventional research methods and routine information systems are ill-suited to these complex and rapidly changing contexts and are not sufficiently linked to action. We will use innovative participatory methods, including analysis of data collected by informal urban dwellers themselves, to gain a deep understanding of health risks, vulnerabilities, and priorities and service access barriers. We will bring insights from a range of disciplines including social and political sciences and epidemiology to develop innovative metrics that can better reflect these realities and inform policy and practice development and evaluation.  Learning and data from these innovative approaches and methodologies will be brought together to form a tested set of methodologies that identify promising mechanisms for improving accountability and service responsiveness to promote health and well-being for the most marginalised. We will communicate the new concepts, evidence and methodologies to national, regional and global governmental and non-governmental organisations through our netwo","9.5,5",,1,0,0,,,0,0,0,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,17,"Foreign, Commonwealth and Development Office",2019000597,300393-102,3,238,ETH,Ethiopia,10003,South of Sahara,10016,LDCs,11,ODA Grants,1,10,110,B032,0,3.081851,0,0,2.904286,0,,,0,,,0,,,,,,,12,0,2.240506,2.240506,3.081851,THIS COMPONENT AIMS TO SUPPORT A) REFUGEE RELATED EMPLOYMENT AND PROTECTION B)IMPROVING BROADER INVESTMENT CLIMATE AND SERVICES REFORM C) IMPROVING LA,This component aims to support a) refugee related employment and protection b)improving broader investment climate and services reform c) improving la,16020,Employment creation,160,I.6. Other Social Infrastructure & Services,44001,International Bank for Reconstruction and Development,International Bank for Reconstruction and Development,44000,,,,2017-01-27,2021-12-31,"The 'Ethiopian Jobs Compact' will support the Government of Ethiopia's industrialisation efforts, creating over 100,000 jobs for Ethiopians and refugees residing in the country. The Compact will match international support for job creation in Ethiopia to the gradual relaxation of the limitations on labour market access for 30,000 refugees. The job creation elements of the Compact would focus on Ethiopia's ambitious industrialisation plans. This would support improvements in the investment climate, investment promotion, and improving environmental and social standards in the manufacturing sector. This would create over 100,000 jobs, mainly for young women, in global value chains such as garments and textiles. Support to refugees would include the necessary legislative changes but also training, relocation, rehousing and protection measures for this vulnerable group. It is anticipated that some of these employment opportunities for refugees would be in the manufacturing sector.","8.5,8.2,5,1.5",,1,,0,,0,,0,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,
2021,12,GBR,United Kingdom,11,"Department for Business, Innovation and Skills",2021001934,GCRF-EP_InC_GRTA-2019EP/T015160/1,3,9998,DPGC_X,"Bilateral, unspecified",15006,Regional and Unspecified,10024,Part I unallocated by income,11,ODA Grants,1,10,110,D02,0.122669,0.122669,0,0.115601,0.115601,0,,,0.122669,0,0,0.115601,0,0,,,,,12,0.08918,0.08918,0.08918,0.122669,SELF-RECOVERY HOUSING FOR DEVELOPMENT: SCALING UP CRISIS PREPAREDNESS AND HUMANITARIAN SHELTER RESPONSE,Self-recovery housing for development: scaling up crisis preparedness and humanitarian shelter response,41082,Environmental research,410,IV.1. General Environment Protection,51000,"University, college or other teaching institution, research institute or think-tank","University, college or other teaching institution, research institute or think?tank",51000,,,,2021-01-01,2021-12-31,"Earthquakes, storms, floods, and conflict cause untold damage to infrastructure, services, agriculture and livelihoods. The destruction of housing is often most visible, and the most devastating to the families, with often hundreds of thousands of homes destroyed. Householders themselves are invariably the first to respond, they are never passive, and signs of shelter recovery are very apparent from the first days after a disaster. The majority - as many as 80 or 90% - receive little or no assistance from the international community and are the main drivers of their own recovery process. This process has been termed 'self-recovery'. Previous GCRF awards supported interdisciplinary teams led by ODI in collaboration with CARE International UK, BGS, UCL and Loughborough University. They developed the understanding of the self-recovery process and advanced the theoretical basis for humanitarian assistance to the process of supporting self-recovery in practice. In large part as a result of this work, self-recovery is now a strategic element of the humanitarian shelter sector discourse with many disaster responses purporting to support this inevitable process. In recognition of the value of a people-centred approach that moves away from the convention product-based modalities, the CARE Philippines post-cyclone self-recovery project won the 2018 World Habitat Award in acknowledgment of its self-recovery focus. Sixteen thousand houses were built, each one unique and reflecting the priorities and means of each family. https://www.world-habitat.org/world-habitat-awards/winners-and-finalists/post-haiyan-self-recovery-housing-programme/ The self-recovery approach that respects the primacy of agency and choice aligns well with current humanitarian and development concerns such as the 'humanitarian development nexus', the Grand Bargain's emphasis on localisation, participation and cash-based responses, the Sendai Framework on Disaster Risk Reduction, the Sustainable Development Goals and the Global Shelter Cluster strategy. This is further explained in the Business Case. However, very little has been done to develop guidance for practice. With the exception of the protocol 'Informing Choice for Better Shelter' that delivers a guide for the development of technical educational material, there are no published tools nor guidelines that provide an implementation framework for self-recovery in shelter projects. This project addresses this gap. CARE International has over 70 country offices across the world, all of them in ODA eligible  countries. All of the proposed activities will take place two hazard prone countries where there is a CARE presence and/or an activated coordination system in the form of a country level shelter cluster. The potential regions to be selected include South Pacific islands, East Africa, Central America, Philippines and SE Asia the precise locations to be dependent on ongoing and new disaster responses. In all instances the research tea",15.1,,0,2,0,,,0,0,0,1,,,,0,0,0,0,2021-01-01,,,,,,,,,,,,,,,
